joint_vel_0,joint_vel_1,joint_vel_2,joint_vel_3,joint_vel_4,joint_vel_5,joint_vel_6,joint_vel_7,joint_vel_8,joint_vel_9,joint_vel_10,joint_vel_11,joint_vel_12,joint_vel_13,joint_vel_14,joint_vel_15,joint_vel_16,joint_vel_17,joint_vel_18,joint_vel_19,joint_vel_20,joint_vel_21,joint_vel_22,joint_vel_23,joint_vel_24,joint_vel_25,joint_vel_26,joint_vel_27,joint_vel_28
0.890175,0.974200,0.100725,0.037000,0.102150,0.063725,0.006600,-0.069825,-0.765475,-0.390125,-0.531050,1.390100,1.204400,-0.083150,-0.132625,-0.284912,-0.054088,-0.023275,-0.019900,0.435050,-0.065725,-1.296950,-1.002125,0.641750,-0.551700,0.372275,0.758625,-0.165275,0.111775
0.814375,0.905900,0.094900,0.036675,0.091325,0.049525,-0.012500,-0.060000,-0.758250,-0.294600,-0.446550,1.294550,1.110750,-0.122625,-0.148675,-0.325957,-0.001943,-0.016925,-0.022450,0.438500,-0.091850,-1.223400,-1.005850,0.558875,-0.592000,0.318100,0.725000,-0.154950,0.141375
0.751250,0.846250,0.091600,0.036150,0.081000,0.038325,-0.028650,-0.056625,-0.742225,-0.212425,-0.376275,1.212225,1.026200,-0.154500,-0.155525,-0.348905,0.031680,-0.015175,-0.025025,0.436025,-0.114300,-1.169975,-1.002925,0.508350,-0.582500,0.268425,0.681075,-0.126800,0.164950
0.678975,0.787450,0.060050,0.040775,0.073700,0.031725,-0.054225,-0.061875,-0.721975,-0.136275,-0.304025,1.106425,0.913000,-0.172750,-0.152050,-0.327590,0.057615,-0.025250,-0.029225,0.428000,-0.167350,-1.096925,-0.975825,0.462150,-0.548350,0.218400,0.636825,-0.102250,0.153375
0.617875,0.736925,0.029225,0.046200,0.070975,0.026500,-0.072650,-0.069650,-0.697900,-0.077400,-0.247725,0.997775,0.801025,-0.180300,-0.143200,-0.279096,0.073596,-0.040175,-0.033025,0.415550,-0.225600,-1.025050,-0.937950,0.432850,-0.517650,0.185875,0.600575,-0.083300,0.135325
0.588275,0.702150,0.028125,0.048175,0.074350,0.019525,-0.067300,-0.073800,-0.670500,-0.047150,-0.225225,0.906875,0.720175,-0.180025,-0.133900,-0.221856,0.078581,-0.052975,-0.034425,0.399800,-0.263550,-0.975025,-0.902700,0.433050,-0.518650,0.188650,0.580625,-0.071950,0.139475
0.555325,0.661025,0.029400,0.054700,0.077325,0.011800,-0.044200,-0.071100,-0.636500,-0.026875,-0.211475,0.798025,0.633175,-0.173525,-0.114050,-0.149695,0.079045,-0.063950,-0.031125,0.385100,-0.297300,-0.922100,-0.858575,0.458050,-0.537425,0.199600,0.580800,-0.067350,0.138075
0.535500,0.634175,0.032400,0.062450,0.078375,0.007150,-0.014875,-0.062900,-0.612850,-0.026700,-0.213350,0.725700,0.583500,-0.164025,-0.093525,-0.109652,0.085727,-0.067625,-0.024775,0.378825,-0.309950,-0.892725,-0.827700,0.495350,-0.564550,0.213250,0.601050,-0.071825,0.131800
0.504275,0.590350,0.035625,0.074500,0.090850,0.003650,0.013250,-0.041400,-0.588950,-0.020200,-0.213175,0.643475,0.545075,-0.160875,-0.076100,-0.059896,0.095096,-0.062600,-0.027075,0.384925,-0.304000,-0.864575,-0.804975,0.494025,-0.584400,0.235525,0.610250,-0.076200,0.142575
0.469450,0.542675,0.036625,0.084700,0.101475,-0.000725,0.039675,-0.016500,-0.564600,-0.012475,-0.209425,0.573375,0.512600,-0.161300,-0.064875,-0.020676,0.109051,-0.052875,-0.029250,0.391425,-0.283400,-0.838625,-0.781850,0.476375,-0.595850,0.257450,0.602175,-0.082400,0.165050
0.438850,0.504300,0.032925,0.086800,0.096975,-0.007950,0.063800,0.001950,-0.539525,-0.008600,-0.200525,0.537425,0.480775,-0.162500,-0.062850,-0.011660,0.128885,-0.042550,-0.022525,0.386375,-0.252125,-0.815800,-0.749925,0.464725,-0.597800,0.270050,0.570600,-0.092300,0.193900
0.398325,0.454225,0.025475,0.085500,0.092675,-0.018425,0.083075,0.019925,-0.501725,-0.002800,-0.181275,0.487325,0.440400,-0.160800,-0.060700,-0.005155,0.148005,-0.029025,-0.019350,0.377500,-0.214250,-0.788025,-0.725000,0.441375,-0.590325,0.258025,0.541075,-0.095975,0.212675
0.368175,0.417500,0.017975,0.081425,0.090700,-0.026925,0.087875,0.028400,-0.470125,0.002000,-0.161300,0.448100,0.411700,-0.157075,-0.059525,-0.012773,0.165223,-0.019025,-0.021325,0.369250,-0.188675,-0.769175,-0.719550,0.418000,-0.577150,0.227375,0.528350,-0.091600,0.212000
0.334675,0.368900,0.013050,0.075925,0.081700,-0.033850,0.085400,0.033375,-0.423600,0.016500,-0.131450,0.401225,0.372700,-0.151550,-0.066475,-0.021211,0.181986,-0.007475,-0.021100,0.344675,-0.167200,-0.752625,-0.701000,0.392625,-0.537925,0.194600,0.489200,-0.096525,0.198300
0.302250,0.320275,0.010325,0.069825,0.071300,-0.038800,0.080075,0.035450,-0.377325,0.029100,-0.099475,0.352000,0.336975,-0.143600,-0.072025,-0.031384,0.194134,0.001700,-0.020825,0.313625,-0.155075,-0.736450,-0.685200,0.378050,-0.494450,0.164725,0.446775,-0.108100,0.178400
